user_id,active_days,user_level
4361577,24,高价值用户
4364079,21,高价值用户
4374427,5,中价值用户
4381858,8,高价值用户
4387844,3,中价值用户
4445837,4,中价值用户
4496414,2,低价值用户
4524349,7,高价值用户
4561993,6,中价值用户
4567220,1,低价值用户
4573013,7,高价值用户
4579794,13,高价值用户
4597166,3,中价值用户
4642457,2,低价值用户
4710740,2,低价值用户
4716732,2,低价值用户
4725269,16,高价值用户
4729352,1,低价值用户
4742459,4,中价值用户
4744483,9,高价值用户
4752206,4,中价值用户
4755159,1,低价值用户
4763932,1,低价值用户
4772544,1,低价值用户
4780516,1,低价值用户
4839432,6,中价值用户
4839533,6,中价值用户
4839961,8,高价值用户
4869558,4,中价值用户
4903043,13,高价值用户
4917287,3,中价值用户
4919496,2,低价值用户
4922072,2,低价值用户
4960300,5,中价值用户
4977592,8,高价值用户
4979200,5,中价值用户
5020210,7,高价值用户
5028667,4,中价值用户
5051617,4,中价值用户
5057199,5,中价值用户
5066694,3,中价值用户
5091068,2,低价值用户
5137598,3,中价值用户
5141057,1,低价值用户
5154444,7,高价值用户
5159022,7,高价值用户
5179507,1,低价值用户
5189513,12,高价值用户
5196815,2,低价值用户
5201714,9,高价值用户
5223307,6,中价值用户
5236221,3,中价值用户
5250412,9,高价值用户
5287432,2,低价值用户
5307517,4,中价值用户
5315279,25,高价值用户
5358079,13,高价值用户
5396057,8,高价值用户
5424550,16,高价值用户
5440164,3,中价值用户
5460550,7,高价值用户
5466222,1,低价值用户
5467215,3,中价值用户
5478302,18,高价值用户
5481789,2,低价值用户
5485673,7,高价值用户
5586064,7,高价值用户
5616094,3,中价值用户
5624123,3,中价值用户
5626464,4,中价值用户
5680285,1,低价值用户
5686843,11,高价值用户
5694160,13,高价值用户
5698511,13,高价值用户
5710300,3,中价值用户
5740730,6,中价值用户
5778458,7,高价值用户
5786548,4,中价值用户
5786807,5,中价值用户
5798831,1,低价值用户
5837961,18,高价值用户
5838287,2,低价值用户
5860001,18,高价值用户
5865371,5,中价值用户
5875750,5,中价值用户
5938241,14,高价值用户
5942869,5,中价值用户
5950556,16,高价值用户
6015031,9,高价值用户
6018416,13,高价值用户
6038861,3,中价值用户
6049053,7,高价值用户
6062947,4,中价值用户
6064746,7,高价值用户
6068352,3,中价值用户
6079735,3,中价值用户
6101177,22,高价值用户
6146353,5,中价值用户
6163885,6,中价值用户
6177572,5,中价值用户
6212208,10,高价值用户
6222588,10,高价值用户
6228124,6,中价值用户
6230291,8,高价值用户
6236717,1,低价值用户
6243406,2,低价值用户
6247427,3,中价值用户
6303684,4,中价值用户
6317562,7,高价值用户
6336487,6,中价值用户
6345483,15,高价值用户
6346697,4,中价值用户
6347508,5,中价值用户
6371563,4,中价值用户
6375695,3,中价值用户
6419226,1,低价值用户
6435793,10,高价值用户
6437749,5,中价值用户
6438366,1,低价值用户
6442389,2,低价值用户
6443596,13,高价值用户
6452476,10,高价值用户
6478780,7,高价值用户
6500341,6,中价值用户
6504113,7,高价值用户
6516360,3,中价值用户
6516985,1,低价值用户
6556740,5,中价值用户
6566040,1,低价值用户
6582864,2,低价值用户
6596569,3,中价值用户
6598755,1,低价值用户
6640205,4,中价值用户
6643814,1,低价值用户
6685234,8,高价值用户
6722083,8,高价值用户
6723204,3,中价值用户
6734365,2,低价值用户
6769671,2,低价值用户
6776778,6,中价值用户
6799716,4,中价值用户
6812814,2,低价值用户
6814789,8,高价值用户
6847334,5,中价值用户
6861624,9,高价值用户
6884739,1,低价值用户
6926678,9,高价值用户
6931133,2,低价值用户
6966107,3,中价值用户
6997005,9,高价值用户
7011544,4,中价值用户
7030262,4,中价值用户
7033860,1,低价值用户
7053874,2,低价值用户
7055673,9,高价值用户
7072231,8,高价值用户
7089989,1,低价值用户
7094594,11,高价值用户
7121453,6,中价值用户
7129140,3,中价值用户
7138866,5,中价值用户
7144740,17,高价值用户
7175674,8,高价值用户
7196391,5,中价值用户
7197108,10,高价值用户
7202772,2,低价值用户
7207480,6,中价值用户
7223825,4,中价值用户
7226947,9,高价值用户
7234861,24,高价值用户
7248646,5,中价值用户
7254306,3,中价值用户
7267531,4,中价值用户
7277182,2,低价值用户
7295557,15,高价值用户
7341876,6,中价值用户
7365270,1,低价值用户
7366396,9,高价值用户
7391440,6,中价值用户
7397337,15,高价值用户
7427667,1,低价值用户
7434912,3,中价值用户
7436994,8,高价值用户
7446574,5,中价值用户
7470488,4,中价值用户
7507359,1,低价值用户
7538685,3,中价值用户
7554598,1,低价值用户
7560153,4,中价值用户
7572838,2,低价值用户
7585996,16,高价值用户
7604354,2,低价值用户
7606334,3,中价值用户
7610653,3,中价值用户
7612152,8,高价值用户
7623264,2,低价值用户
7630304,12,高价值用户
7646195,1,低价值用户
7647261,5,中价值用户
7679270,3,中价值用户
7713477,7,高价值用户
7723951,2,低价值用户
7761295,5,中价值用户
7766678,5,中价值用户
7774023,11,高价值用户
7780072,4,中价值用户
7788241,5,中价值用户
7799018,4,中价值用户
7829997,3,中价值用户
7843229,6,中价值用户
7853740,5,中价值用户
7874812,3,中价值用户
7881635,11,高价值用户
7892881,7,高价值用户
7915670,5,中价值用户
7956207,8,高价值用户
8009008,7,高价值用户
8034995,3,中价值用户
8045744,11,高价值用户
8052951,8,高价值用户
8085465,1,低价值用户
8119848,7,高价值用户
8197937,14,高价值用户
8205078,17,高价值用户
8213864,12,高价值用户
8217647,9,高价值用户
8231529,9,高价值用户
8240912,7,高价值用户
8249269,20,高价值用户
8311653,2,低价值用户
8325510,18,高价值用户
8337357,4,中价值用户
8350359,5,中价值用户
8354126,13,高价值用户
8359310,6,中价值用户
8362294,1,低价值用户
8370322,9,高价值用户
8382449,8,高价值用户
8388321,3,中价值用户
8397935,3,中价值用户
8406569,5,中价值用户
8439431,3,中价值用户
8440456,10,高价值用户
8443684,12,高价值用户
8445368,5,中价值用户
8446375,2,低价值用户
8452470,3,中价值用户
8455780,4,中价值用户
8499333,8,高价值用户
8499885,4,中价值用户
8544418,1,低价值用户
8581353,1,低价值用户
8596951,16,高价值用户
8679255,10,高价值用户
8686191,5,中价值用户
8695857,7,高价值用户
8702919,15,高价值用户
8747297,1,低价值用户
8750098,3,中价值用户
8764314,6,中价值用户
8784082,1,低价值用户
8801409,14,高价值用户
8820897,1,低价值用户
8823134,4,中价值用户
8832025,3,中价值用户
8847877,11,高价值用户
8886191,16,高价值用户
8909639,3,中价值用户
8913893,7,高价值用户
8915107,7,高价值用户
8917150,15,高价值用户
8973625,4,中价值用户
8977686,2,低价值用户
9032548,1,低价值用户
9056309,8,高价值用户
9090200,7,高价值用户
9092898,7,高价值用户
9138659,4,中价值用户
9149930,6,中价值用户
9163753,1,低价值用户
9171135,1,低价值用户
9180621,6,中价值用户
9184855,1,低价值用户
9194303,7,高价值用户
9215982,3,中价值用户
9219164,13,高价值用户
9225110,11,高价值用户
9268397,3,中价值用户
9290733,11,高价值用户
9310791,2,低价值用户
9328686,2,低价值用户
9357811,2,低价值用户
9365986,2,低价值用户
9367616,4,中价值用户
9371856,3,中价值用户
9375305,1,低价值用户
9384380,6,中价值用户
9388372,4,中价值用户
9435211,1,低价值用户
9451374,9,高价值用户
9457887,5,中价值用户
9465624,4,中价值用户
9500401,4,中价值用户
9524175,19,高价值用户
9528671,10,高价值用户
9551296,12,高价值用户
9556056,6,中价值用户
9560592,7,高价值用户
9573620,12,高价值用户
9601609,7,高价值用户
9639120,21,高价值用户
9648147,4,中价值用户
9652974,3,中价值用户
9660384,4,中价值用户
9661335,6,中价值用户
9664816,3,中价值用户
9686681,1,低价值用户
9695904,10,高价值用户
9710339,12,高价值用户
9746937,12,高价值用户
9774692,19,高价值用户
9784313,4,中价值用户
9790596,6,中价值用户
9797520,1,低价值用户
9829940,8,高价值用户
9835014,6,中价值用户
9860181,3,中价值用户
9862954,3,中价值用户
9863416,8,高价值用户
9868602,10,高价值用户
9886065,7,高价值用户
9890683,1,低价值用户
9899625,4,中价值用户
9900390,6,中价值用户
9996155,4,中价值用户
10004287,6,中价值用户
10020755,17,高价值用户
10026124,20,高价值用户
10027039,6,中价值用户
10031393,7,高价值用户
10045419,2,低价值用户
10064430,4,中价值用户
10068052,4,中价值用户
10075065,2,低价值用户
10076850,9,高价值用户
10120410,2,低价值用户
10131505,1,低价值用户
10141023,2,低价值用户
10149605,8,高价值用户
10164041,2,低价值用户
10184170,6,中价值用户
10187137,2,低价值用户
10191206,1,低价值用户
10211498,18,高价值用户
10219075,4,中价值用户
10265423,1,低价值用户
10292215,2,低价值用户
10297132,18,高价值用户
10303832,13,高价值用户
10309048,5,中价值用户
10319860,11,高价值用户
10335403,2,低价值用户
10437655,9,高价值用户
10455102,11,高价值用户
10480818,3,中价值用户
10480848,6,中价值用户
10495708,2,低价值用户
10525504,1,低价值用户
10535263,2,低价值用户
10539406,11,高价值用户
10580879,4,中价值用户
10630192,11,高价值用户
10640408,8,高价值用户
10653322,1,低价值用户
10664884,3,中价值用户
10678033,9,高价值用户
10705215,11,高价值用户
10706095,3,中价值用户
10746742,1,低价值用户
10755564,4,中价值用户
10761548,6,中价值用户
10763896,9,高价值用户
10765825,10,高价值用户
10770527,6,中价值用户
10773940,9,高价值用户
10815578,6,中价值用户
10825402,7,高价值用户
10833396,1,低价值用户
10849427,2,低价值用户
10856328,5,中价值用户
10864414,11,高价值用户
10878250,5,中价值用户
10887844,9,高价值用户
10936698,13,高价值用户
10960939,4,中价值用户
10980798,10,高价值用户
10982501,15,高价值用户
10990641,4,中价值用户
11007737,1,低价值用户
11010595,1,低价值用户
11027223,6,中价值用户
11035036,5,中价值用户
11053843,5,中价值用户
11066851,3,中价值用户
11083802,5,中价值用户
11087331,1,低价值用户
11089553,8,高价值用户
11106706,3,中价值用户
11119577,6,中价值用户
11141921,12,高价值用户
11162300,8,高价值用户
11171971,8,高价值用户
11177007,1,低价值用户
11183599,1,低价值用户
11189891,1,低价值用户
11197151,15,高价值用户
11208268,2,低价值用户
11246070,3,中价值用户
11257305,10,高价值用户
11268219,3,中价值用户
11310078,1,低价值用户
11313328,7,高价值用户
11361547,16,高价值用户
11408482,2,低价值用户
11412443,15,高价值用户
11414403,8,高价值用户
11415302,7,高价值用户
11427000,5,中价值用户
11431275,8,高价值用户
11459905,3,中价值用户
11517935,8,高价值用户
11533001,3,中价值用户
11545672,2,低价值用户
11551181,8,高价值用户
11552428,11,高价值用户
11561834,2,低价值用户
11580122,6,中价值用户
11589162,10,高价值用户
11595413,9,高价值用户
11612875,7,高价值用户
11618257,4,中价值用户
11650719,5,中价值用户
11669469,3,中价值用户
11680145,5,中价值用户
11682531,19,高价值用户
11683492,9,高价值用户
11683605,3,中价值用户
11695398,4,中价值用户
11726782,1,低价值用户
11731068,2,低价值用户
11738621,2,低价值用户
11758356,13,高价值用户
11774110,5,中价值用户
11783149,4,中价值用户
11790840,2,低价值用户
11791459,4,中价值用户
11792254,6,中价值用户
11805206,7,高价值用户
11818955,2,低价值用户
11827113,9,高价值用户
11879849,9,高价值用户
11904220,2,低价值用户
11910007,14,高价值用户
11917811,2,低价值用户
11944953,1,低价值用户
11966763,8,高价值用户
11975256,1,低价值用户
11993970,17,高价值用户
12012359,1,低价值用户
12025952,1,低价值用户
12039328,11,高价值用户
12051954,7,高价值用户
12055347,10,高价值用户
12122714,4,中价值用户
12129371,7,高价值用户
12135006,1,低价值用户
12163667,4,中价值用户
12210870,8,高价值用户
12214179,13,高价值用户
12222620,11,高价值用户
12252570,2,低价值用户
12262752,6,中价值用户
12282525,11,高价值用户
12283105,2,低价值用户
12285453,2,低价值用户
12297890,7,高价值用户
12322077,5,中价值用户
12339789,4,中价值用户
12369583,3,中价值用户
12373370,9,高价值用户
12428085,10,高价值用户
12472346,12,高价值用户
12510155,7,高价值用户
12522187,7,高价值用户
12567456,2,低价值用户
12568217,6,中价值用户
12570225,14,高价值用户
12571684,12,高价值用户
12592296,2,低价值用户
12605760,3,中价值用户
12619319,4,中价值用户
12628544,9,高价值用户
12636431,5,中价值用户
12683992,1,低价值用户
12684051,13,高价值用户
12711593,2,低价值用户
12725690,2,低价值用户
12730285,3,中价值用户
12731267,9,高价值用户
12746210,14,高价值用户
12796196,7,高价值用户
12820152,2,低价值用户
12833799,17,高价值用户
12850436,3,中价值用户
12866931,2,低价值用户
12884654,3,中价值用户
12892503,4,中价值用户
12906922,9,高价值用户
12925543,4,中价值用户
12931864,9,高价值用户
12940608,16,高价值用户
12970967,1,低价值用户
12990018,5,中价值用户
12997160,1,低价值用户
12998932,10,高价值用户
13005359,1,低价值用户
13006367,4,中价值用户
13014253,1,低价值用户
13034876,6,中价值用户
13056340,3,中价值用户
13069552,8,高价值用户
13079368,8,高价值用户
13081722,7,高价值用户
13088520,2,低价值用户
13096088,8,高价值用户
13099562,10,高价值用户
13103318,11,高价值用户
13110515,7,高价值用户
13161427,4,中价值用户
13162008,1,低价值用户
13166978,6,中价值用户
13178504,3,中价值用户
13213333,12,高价值用户
13228640,3,中价值用户
13232080,9,高价值用户
13237276,3,中价值用户
13248817,4,中价值用户
13254648,4,中价值用户
13311291,1,低价值用户
13327410,1,低价值用户
13384101,1,低价值用户
13385262,4,中价值用户
13396413,5,中价值用户
13403684,8,高价值用户
13408757,3,中价值用户
13444072,2,低价值用户
13451882,2,低价值用户
13522124,1,低价值用户
13527121,1,低价值用户
13538176,6,中价值用户
13555997,1,低价值用户
13622216,2,低价值用户
13625542,2,低价值用户
13630759,4,中价值用户
13656280,2,低价值用户
13657444,1,低价值用户
13658397,2,低价值用户
13666087,11,高价值用户
13683475,3,中价值用户
13684026,7,高价值用户
13693896,1,低价值用户
13703604,1,低价值用户
13745443,7,高价值用户
13797408,3,中价值用户
13817021,2,低价值用户
13817717,2,低价值用户
13818219,4,中价值用户
13824734,8,高价值用户
13834060,4,中价值用户
13836813,3,中价值用户
13843429,2,低价值用户
13851650,3,中价值用户
13861417,11,高价值用户
13869219,15,高价值用户
13872334,8,高价值用户
13874122,4,中价值用户
13887814,10,高价值用户
13915850,1,低价值用户
13933918,4,中价值用户
13943503,1,低价值用户
13948161,6,中价值用户
14012650,8,高价值用户
14017917,8,高价值用户
14051446,8,高价值用户
14053940,11,高价值用户
14067253,3,中价值用户
14070819,3,中价值用户
14137229,7,高价值用户
14144843,17,高价值用户
14157293,20,高价值用户
14210118,2,低价值用户
14235689,4,中价值用户
14281644,16,高价值用户
14282886,5,中价值用户
14298533,4,中价值用户
14355777,9,高价值用户
14373274,3,中价值用户
14389364,1,低价值用户
14444168,12,高价值用户
14447131,12,高价值用户
14506759,15,高价值用户
14509184,3,中价值用户
14512595,4,中价值用户
14515063,8,高价值用户
14568076,4,中价值用户
14577083,6,中价值用户
14586553,3,中价值用户
14621752,5,中价值用户
14664626,2,低价值用户
14670891,4,中价值用户
14674689,4,中价值用户
14705382,4,中价值用户
14712626,5,中价值用户
14728652,2,低价值用户
14735918,11,高价值用户
14759347,2,低价值用户
14759968,11,高价值用户
14788711,1,低价值用户
14804631,6,中价值用户
14815206,3,中价值用户
14866979,4,中价值用户
14947982,2,低价值用户
14982762,5,中价值用户
15053166,1,低价值用户
15064877,4,中价值用户
15089689,4,中价值用户
15120218,1,低价值用户
15145344,2,低价值用户
15158257,1,低价值用户
15171548,13,高价值用户
15183813,3,中价值用户
15187673,8,高价值用户
15225710,6,中价值用户
15237890,6,中价值用户
15241291,5,中价值用户
15243855,7,高价值用户
15244919,1,低价值用户
15289217,3,中价值用户
15303697,1,低价值用户
15304564,1,低价值用户
15381495,7,高价值用户
15386874,12,高价值用户
15392376,8,高价值用户
15412753,1,低价值用户
15437545,19,高价值用户
15461896,6,中价值用户
15473588,7,高价值用户
15482392,5,中价值用户
15494311,10,高价值用户
15503033,12,高价值用户
15511710,19,高价值用户
15541192,20,高价值用户
15600560,7,高价值用户
15610247,6,中价值用户
15627219,1,低价值用户
15627502,3,中价值用户
15642495,4,中价值用户
15688979,12,高价值用户
15706809,1,低价值用户
15715406,1,低价值用户
15735335,3,中价值用户
15736320,1,低价值用户
15758254,3,中价值用户
15777503,17,高价值用户
15791958,6,中价值用户
15796497,10,高价值用户
15821703,9,高价值用户
15834893,2,低价值用户
15924838,18,高价值用户
15944310,3,中价值用户
15950724,3,中价值用户
15957740,19,高价值用户
15987177,12,高价值用户
15997681,6,中价值用户
16010946,2,低价值用户
16017921,3,中价值用户
16043768,5,中价值用户
16066732,17,高价值用户
16071365,3,中价值用户
16096940,9,高价值用户
16112876,4,中价值用户
16124265,4,中价值用户
16124295,5,中价值用户
16137242,1,低价值用户
16141923,8,高价值用户
16178402,2,低价值用户
16259607,3,中价值用户
16263185,8,高价值用户
16330947,1,低价值用户
16332862,14,高价值用户
16344267,5,中价值用户
16354041,3,中价值用户
16367992,2,低价值用户
16382658,1,低价值用户
16407305,1,低价值用户
16407705,13,高价值用户
16409419,1,低价值用户
16416706,1,低价值用户
16423734,12,高价值用户
16446142,4,中价值用户
16466178,4,中价值用户
16476024,13,高价值用户
16493838,2,低价值用户
16499024,3,中价值用户
16511689,6,中价值用户
16533610,5,中价值用户
16590671,9,高价值用户
16601047,3,中价值用户
16601288,5,中价值用户
16601904,7,高价值用户
16606794,6,中价值用户
16611975,1,低价值用户
16623516,12,高价值用户
16641115,4,中价值用户
16676403,20,高价值用户
16687895,6,中价值用户
16710912,1,低价值用户
16711679,4,中价值用户
16730476,2,低价值用户
16740912,8,高价值用户
16755897,4,中价值用户
16777748,2,低价值用户
16788618,2,低价值用户
16788720,15,高价值用户
16790119,2,低价值用户
16795906,4,中价值用户
16807373,13,高价值用户
16810079,3,中价值用户
16832057,12,高价值用户
16847823,5,中价值用户
16851866,3,中价值用户
16860047,3,中价值用户
16891199,1,低价值用户
16895773,1,低价值用户
16905986,5,中价值用户
16906970,6,中价值用户
16908520,5,中价值用户
16911051,25,高价值用户
16916141,5,中价值用户
16918270,2,低价值用户
16920338,2,低价值用户
16921029,5,中价值用户
16933430,4,中价值用户
16943596,16,高价值用户
16946764,1,低价值用户
17007569,2,低价值用户
17020394,11,高价值用户
17029867,3,中价值用户
17037975,2,低价值用户
17048049,10,高价值用户
17061090,5,中价值用户
17079837,3,中价值用户
17114423,7,高价值用户
17117517,10,高价值用户
17152310,9,高价值用户
17175521,5,中价值用户
17216075,11,高价值用户
17230300,6,中价值用户
17264043,2,低价值用户
17276026,5,中价值用户
17286111,1,低价值用户
17312843,12,高价值用户
17318106,2,低价值用户
17328648,6,中价值用户
17336370,5,中价值用户
17340020,6,中价值用户
17341591,12,高价值用户
17343043,1,低价值用户
17362237,10,高价值用户
17373553,2,低价值用户
17374737,7,高价值用户
17377868,2,低价值用户
17384431,5,中价值用户
17387185,1,低价值用户
17390678,1,低价值用户
17432120,5,中价值用户
17458663,8,高价值用户
17465649,6,中价值用户
17478980,7,高价值用户
17503742,10,高价值用户
17529630,8,高价值用户
17552766,10,高价值用户
17628487,11,高价值用户
17635361,16,高价值用户
17655263,3,中价值用户
17672892,4,中价值用户
17677320,5,中价值用户
17684274,2,低价值用户
17696910,3,中价值用户
17713809,1,低价值用户
17719840,7,高价值用户
17720083,5,中价值用户
17733990,2,低价值用户
17757827,9,高价值用户
17757886,9,高价值用户
17779392,1,低价值用户
17785864,16,高价值用户
17785981,2,低价值用户
17809628,7,高价值用户
17816597,16,高价值用户
17817432,6,中价值用户
17821367,4,中价值用户
17825390,2,低价值用户
17825629,12,高价值用户
17840949,4,中价值用户
17878712,6,中价值用户
17883538,16,高价值用户
17883830,2,低价值用户
17886992,2,低价值用户
17907443,10,高价值用户
17908580,8,高价值用户
17922237,1,低价值用户
17924218,12,高价值用户
17979588,8,高价值用户
18004160,13,高价值用户
18009500,8,高价值用户
18017690,4,中价值用户
18031985,4,中价值用户
18072808,2,低价值用户
18165710,1,低价值用户
18183738,4,中价值用户
18205111,4,中价值用户
18207103,4,中价值用户
18207861,4,中价值用户
18216712,4,中价值用户
18242239,2,低价值用户
18244844,6,中价值用户
18245913,3,中价值用户
18288442,3,中价值用户
18292376,4,中价值用户
18301670,5,中价值用户
18302150,11,高价值用户
18315147,5,中价值用户
18318788,9,高价值用户
18320375,3,中价值用户
18375113,12,高价值用户
18375619,4,中价值用户
18375692,1,低价值用户
18379814,4,中价值用户
18391635,11,高价值用户
18396338,4,中价值用户
18452620,5,中价值用户
18519220,4,中价值用户
18527757,1,低价值用户
18544913,2,低价值用户
18558609,2,低价值用户
18597404,9,高价值用户
18642757,1,低价值用户
18649051,8,高价值用户
18655723,6,中价值用户
18672302,5,中价值用户
18672396,8,高价值用户
18700485,7,高价值用户
18728199,18,高价值用户
18757834,7,高价值用户
